FLIGHT_DATE,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1/19/15,MQ,2907,ORD,CVG,6:40:00 PM,6:39:00 PM,-1,20,6:59:00 PM,69,66,40,265,2:39:00 AM,6,8:49:00 PM,8:45:00 PM,-4,0,0,,,,,,
1/19/15,EV,4194,CVG,IAH,6:42:00 PM,6:40:00 PM,-2,15,6:55:00 PM,163,159,138,871,2:13:00 AM,6,8:25:00 PM,8:19:00 PM,-6,0,0,,,,,,
1/19/15,MQ,3549,MIA,CVG,6:50:00 PM,7:28:00 PM,38,16,7:44:00 PM,165,168,140,948,2:04:00 AM,12,9:35:00 PM,10:16:00 PM,41,0,0,,3,0,6,32,0
1/19/15,EV,3956,CVG,ORD,7:08:00 PM,7:12:00 PM,4,12,7:24:00 PM,77,71,51,265,1:15:00 AM,8,7:25:00 PM,7:23:00 PM,-2,0,0,,,,,,
1/19/15,EV,4549,IAH,CVG,7:10:00 PM,7:03:00 PM,-7,18,7:21:00 PM,134,140,110,871,2:11:00 AM,12,10:24:00 PM,10:23:00 PM,-1,0,0,,,,,,
1/19/15,EV,4352,CVG,EWR,7:33:00 PM,7:24:00 PM,-9,11,7:35:00 PM,118,108,90,569,2:05:00 AM,7,9:31:00 PM,9:12:00 PM,-19,0,0,,,,,,
1/19/15,MQ,3186,CVG,DFW,7:49:00 PM,8:15:00 PM,26,15,8:30:00 PM,161,147,125,812,2:35:00 AM,7,9:30:00 PM,9:42:00 PM,12,0,0,,,,,,
1/19/15,MQ,3438,DFW,CVG,7:50:00 PM,7:56:00 PM,6,20,8:16:00 PM,131,131,104,812,2:00:00 AM,7,11:01:00 PM,11:07:00 PM,6,0,0,,,,,,
1/19/15,OO,4583,CVG,MKE,8:01:00 PM,7:56:00 PM,-5,17,8:13:00 PM,85,90,69,318,2:22:00 AM,4,8:26:00 PM,8:26:00 PM,0,0,0,,,,,,
1/19/15,OO,4594,CVG,BNA,8:04:00 PM,7:58:00 PM,-6,13,8:11:00 PM,70,58,39,230,1:50:00 AM,6,8:14:00 PM,7:56:00 PM,-18,0,0,,,,,,
1/19/15,OO,4501,CVG,GRR,8:21:00 PM,8:17:00 PM,-4,15,8:32:00 PM,69,66,46,268,2:18:00 AM,5,9:30:00 PM,9:23:00 PM,-7,0,0,,,,,,
1/19/15,MQ,3013,ORD,CVG,9:05:00 PM,9:24:00 PM,19,14,9:38:00 PM,66,62,44,265,2:22:00 AM,4,11:11:00 PM,11:26:00 PM,15,0,0,,0,0,15,0,0
1/19/15,F9,1297,CVG,LAS,9:20:00 PM,9:10:00 PM,-10,10,9:20:00 PM,260,263,245,1678,2:25:00 AM,8,10:40:00 PM,10:33:00 PM,-7,0,0,,,,,,
1/19/15,DL,1126,ATL,CVG,9:54:00 PM,9:48:00 PM,-6,18,10:06:00 PM,83,78,57,373,2:03:00 AM,3,11:17:00 PM,11:06:00 PM,-11,0,0,,,,,,
1/19/15,DL,1894,SFO,CVG,10:00:00 PM,9:53:00 PM,-7,16,10:09:00 PM,263,243,221,2036,4:50:00 AM,6,5:23:00 AM,4:56:00 AM,-27,0,0,,,,,,
1/19/15,F9,1296,LAS,CVG,11:20:00 PM,11:13:00 PM,-7,14,11:27:00 PM,215,206,183,1678,5:30:00 AM,9,5:55:00 AM,5:39:00 AM,-16,0,0,,,,,,
1/19/15,DL,2414,LAS,CVG,11:24:00 PM,11:23:00 PM,-1,14,11:37:00 PM,216,207,186,1678,5:43:00 AM,7,6:00:00 AM,5:50:00 AM,-10,0,0,,,,,,
1/20/15,MQ,3597,CVG,DFW,5:50:00 AM,5:50:00 AM,0,16,6:06:00 AM,174,155,131,812,7:17:00 AM,8,7:44:00 AM,7:25:00 AM,-19,0,0,,,,,,
1/20/15,DL,1520,CVG,ATL,6:00:00 AM,5:59:00 AM,-1,12,6:11:00 AM,109,82,64,373,7:15:00 AM,6,7:49:00 AM,7:21:00 AM,-28,0,0,,,,,,
1/20/15,EV,4148,CVG,EWR,6:00:00 AM,5:57:00 AM,-3,15,6:12:00 AM,119,122,97,569,7:49:00 AM,10,7:59:00 AM,7:59:00 AM,0,0,0,,,,,,
1/20/15,MQ,3355,CVG,MIA,6:00:00 AM,5:53:00 AM,-7,11,6:04:00 AM,158,153,137,948,8:21:00 AM,5,8:38:00 AM,8:26:00 AM,-12,0,0,,,,,,
1/20/15,EV,4150,EWR,CVG,6:06:00 AM,6:01:00 AM,-5,14,6:15:00 AM,139,137,116,569,8:11:00 AM,7,8:25:00 AM,8:18:00 AM,-7,0,0,,,,,,
1/20/15,MQ,3213,CVG,ORD,6:30:00 AM,6:24:00 AM,-6,12,6:36:00 AM,79,68,48,265,6:24:00 AM,8,6:49:00 AM,6:32:00 AM,-17,0,0,,,,,,
1/20/15,OO,4811,BNA,CVG,6:35:00 AM,6:33:00 AM,-2,24,6:57:00 AM,73,83,52,230,8:49:00 AM,7,8:48:00 AM,8:56:00 AM,8,0,0,,,,,,
1/20/15,OO,4487,GRR,CVG,7:15:00 AM,7:10:00 AM,-5,55,8:05:00 AM,86,103,42,268,8:47:00 AM,6,8:41:00 AM,8:53:00 AM,12,0,0,,,,,,
1/20/15,MQ,3491,DFW,CVG,7:20:00 AM,7:12:00 AM,-8,15,7:27:00 AM,129,123,104,812,1:11:00 AM,4,10:29:00 AM,10:15:00 AM,-14,0,0,,,,,,
1/20/15,DL,2525,CVG,RSW,7:25:00 AM,7:22:00 AM,-3,10,7:32:00 AM,154,132,117,879,9:29:00 AM,5,9:59:00 AM,9:34:00 AM,-25,0,0,,,,,,
1/20/15,F9,1290,CVG,FLL,7:25:00 AM,7:20:00 AM,-5,10,7:30:00 AM,150,145,132,932,9:42:00 AM,3,9:55:00 AM,9:45:00 AM,-10,0,0,,,,,,
1/20/15,DL,1148,ATL,CVG,7:26:00 AM,7:23:00 AM,-3,19,7:42:00 AM,84,86,60,373,8:42:00 AM,7,8:50:00 AM,8:49:00 AM,-1,0,0,,,,,,
1/20/15,MQ,3059,ORD,CVG,7:35:00 AM,8:01:00 AM,26,18,8:19:00 AM,73,63,41,265,1:00:00 AM,4,9:48:00 AM,10:04:00 AM,16,0,0,,3,0,0,13,0
1/20/15,MQ,3069,CVG,ORD,7:39:00 AM,,,,,86,,,265,,,8:05:00 AM,,,0,1,A,,,,,
1/20/15,OO,4638,MSP,CVG,7:50:00 AM,9:18:00 AM,88,18,9:36:00 AM,124,101,77,596,1:53:00 AM,6,10:54:00 AM,11:59:00 AM,65,0,0,,0,0,65,0,0
1/20/15,OO,4986,ORD,CVG,8:14:00 AM,8:08:00 AM,-6,20,8:28:00 AM,73,67,42,265,1:10:00 AM,5,10:27:00 AM,10:15:00 AM,-12,0,0,,,,,,
1/20/15,MQ,3429,CVG,DFW,8:15:00 AM,8:08:00 AM,-7,15,8:23:00 AM,175,156,131,812,9:34:00 AM,10,10:10:00 AM,9:44:00 AM,-26,0,0,,,,,,
1/20/15,DL,1741,CVG,SLC,8:20:00 AM,8:14:00 AM,-6,13,8:27:00 AM,245,232,212,1450,9:59:00 AM,7,10:25:00 AM,10:06:00 AM,-19,0,0,,,,,,
1/20/15,EV,5985,CVG,ORD,8:20:00 AM,8:18:00 AM,-2,18,8:36:00 AM,87,87,63,265,8:39:00 AM,6,8:47:00 AM,8:45:00 AM,-2,0,0,,,,,,
1/20/15,OO,4458,MKE,CVG,8:25:00 AM,8:17:00 AM,-8,18,8:35:00 AM,84,81,57,318,1:32:00 AM,6,10:49:00 AM,10:38:00 AM,-11,0,0,,,,,,
1/20/15,MQ,2969,CVG,ORD,8:30:00 AM,8:25:00 AM,-5,17,8:42:00 AM,99,98,53,265,8:35:00 AM,28,9:09:00 AM,9:03:00 AM,-6,0,0,,,,,,
1/20/15,MQ,3128,ORD,CVG,8:50:00 AM,8:46:00 AM,-4,11,8:57:00 AM,71,56,41,265,1:38:00 AM,4,11:01:00 AM,10:42:00 AM,-19,0,0,,,,,,
1/20/15,EV,4638,EWR,CVG,9:06:00 AM,9:02:00 AM,-4,25,9:27:00 AM,136,137,106,569,1:13:00 AM,6,11:22:00 AM,11:19:00 AM,-3,0,0,,,,,,
1/20/15,EV,5677,CVG,EWR,9:23:00 AM,9:12:00 AM,-11,9,9:21:00 AM,122,104,86,569,1:47:00 AM,9,11:25:00 AM,10:56:00 AM,-29,0,0,,,,,,
1/20/15,OO,4500,CVG,BNA,9:25:00 AM,9:24:00 AM,-1,18,9:42:00 AM,73,69,45,230,9:27:00 AM,6,9:38:00 AM,9:33:00 AM,-5,0,0,,,,,,
1/20/15,DL,1933,CVG,LAX,9:27:00 AM,9:27:00 AM,0,13,9:40:00 AM,303,297,274,1900,1:14:00 AM,10,11:30:00 AM,11:24:00 AM,-6,0,0,,,,,,
1/20/15,DL,1556,CVG,ATL,9:30:00 AM,9:26:00 AM,-4,10,9:36:00 AM,107,82,67,373,1:43:00 AM,5,11:17:00 AM,10:48:00 AM,-29,0,0,,,,,,
1/20/15,DL,1246,CVG,FLL,9:30:00 AM,9:26:00 AM,-4,10,9:36:00 AM,163,141,128,932,1:44:00 AM,3,12:13:00 PM,11:47:00 AM,-26,0,0,,,,,,
1/20/15,OO,4510,CVG,MSP,9:30:00 AM,9:27:00 AM,-3,17,9:44:00 AM,126,136,113,596,1:37:00 AM,6,10:36:00 AM,10:43:00 AM,7,0,0,,,,,,
1/20/15,MQ,3150,MIA,CVG,9:31:00 AM,9:28:00 AM,-3,15,9:43:00 AM,168,151,130,948,1:53:00 AM,6,12:19:00 PM,11:59:00 AM,-20,0,0,,,,,,
1/20/15,DL,1502,CVG,TPA,9:33:00 AM,9:29:00 AM,-4,10,9:39:00 AM,140,120,105,773,1:24:00 AM,5,11:53:00 AM,11:29:00 AM,-24,0,0,,,,,,
1/20/15,DL,803,CVG,MCO,9:35:00 AM,9:31:00 AM,-4,10,9:41:00 AM,139,131,105,757,1:26:00 AM,16,11:54:00 AM,11:42:00 AM,-12,0,0,,,,,,
1/20/15,DL,2011,ATL,CVG,9:41:00 AM,9:38:00 AM,-3,21,9:59:00 AM,88,86,59,373,1:58:00 AM,6,11:09:00 AM,11:04:00 AM,-5,0,0,,,,,,
1/20/15,OO,6251,DEN,CVG,10:00:00 AM,10:09:00 AM,9,21,10:30:00 AM,156,149,123,1069,1:33:00 AM,5,2:36:00 PM,2:38:00 PM,2,0,0,,,,,,
1/20/15,F9,734,DEN,CVG,10:10:00 AM,10:43:00 AM,33,24,11:07:00 AM,148,161,125,1069,1:12:00 AM,12,2:38:00 PM,3:24:00 PM,46,0,0,,13,0,33,0,0
1/20/15,MQ,3059,CVG,ORD,10:15:00 AM,10:22:00 AM,7,13,10:35:00 AM,85,74,50,265,1:25:00 AM,11,10:40:00 AM,10:36:00 AM,-4,0,0,,,,,,
1/20/15,F9,1291,FLL,CVG,10:35:00 AM,10:25:00 AM,-10,15,10:40:00 AM,160,152,131,932,1:51:00 AM,6,1:15:00 PM,12:57:00 PM,-18,0,0,,,,,,
1/20/15,DL,2607,RSW,CVG,10:45:00 AM,10:41:00 AM,-4,15,10:56:00 AM,141,142,121,879,1:57:00 AM,6,1:06:00 PM,1:03:00 PM,-3,0,0,,,,,,
1/20/15,MQ,3491,CVG,DFW,10:54:00 AM,10:46:00 AM,-8,14,11:00:00 AM,166,159,135,812,1:15:00 AM,10,12:40:00 PM,12:25:00 PM,-15,0,0,,,,,,
1/20/15,OO,4995,CVG,ORD,10:57:00 AM,10:48:00 AM,-9,11,10:59:00 AM,78,75,53,265,1:52:00 AM,11,11:15:00 AM,11:03:00 AM,-12,0,0,,,,,,
1/20/15,MQ,3626,DFW,CVG,11:00:00 AM,10:54:00 AM,-6,18,11:12:00 AM,128,130,107,812,1:59:00 AM,5,2:08:00 PM,2:04:00 PM,-4,0,0,,,,,,
1/20/15,MQ,2999,ORD,CVG,11:20:00 AM,11:14:00 AM,-6,12,11:26:00 AM,70,58,42,265,1:08:00 AM,4,1:30:00 PM,1:12:00 PM,-18,0,0,,,,,,
1/20/15,OO,4547,CVG,GRR,11:35:00 AM,12:21:00 PM,46,11,12:32:00 PM,79,62,46,268,1:18:00 AM,5,12:54:00 PM,1:23:00 PM,29,0,0,,0,0,0,29,0
1/20/15,MQ,3530,CVG,ORD,11:36:00 AM,11:26:00 AM,-10,10,11:36:00 AM,84,74,56,265,1:32:00 AM,8,12:00:00 PM,11:40:00 AM,-20,0,0,,,,,,
1/20/15,EV,4598,CVG,IAH,11:52:00 AM,11:59:00 AM,7,11,12:10:00 PM,176,163,143,871,1:33:00 AM,9,1:48:00 PM,1:42:00 PM,-6,0,0,,,,,,
1/20/15,DL,2411,CVG,ATL,11:55:00 AM,11:57:00 AM,2,11,12:08:00 PM,98,81,66,373,1:14:00 AM,4,1:33:00 PM,1:18:00 PM,-15,0,0,,,,,,
1/20/15,OO,4628,CVG,STL,11:59:00 AM,12:11:00 PM,12,11,12:22:00 PM,81,78,63,308,1:25:00 AM,4,12:20:00 PM,12:29:00 PM,9,0,0,,,,,,
1/20/15,DL,565,ATL,CVG,12:10:00 PM,12:08:00 PM,-2,21,12:29:00 PM,83,83,57,373,1:26:00 AM,5,1:33:00 PM,1:31:00 PM,-2,0,0,,,,,,
1/20/15,DL,1581,LAX,CVG,12:15:00 PM,12:21:00 PM,6,11,12:32:00 PM,249,221,205,1900,1:57:00 AM,5,7:24:00 PM,7:02:00 PM,-22,0,0,,,,,,
1/20/15,EV,5071,LGA,CVG,12:50:00 PM,12:41:00 PM,-9,15,12:56:00 PM,145,128,108,585,1:44:00 AM,5,3:15:00 PM,2:49:00 PM,-26,0,0,,,,,,
1/20/15,MQ,3054,CVG,JFK,12:50:00 PM,12:44:00 PM,-6,27,1:11:00 PM,121,139,92,589,1:43:00 AM,20,2:51:00 PM,3:03:00 PM,12,0,0,,,,,,
1/20/15,DL,1246,FLL,CVG,12:53:00 PM,12:47:00 PM,-6,13,1:00:00 PM,157,146,127,932,1:07:00 AM,6,3:30:00 PM,3:13:00 PM,-17,0,0,,,,,,
1/20/15,DL,1502,TPA,CVG,1:00:00 PM,12:56:00 PM,-4,9,1:05:00 PM,128,124,109,773,1:54:00 AM,6,3:08:00 PM,3:00:00 PM,-8,0,0,,,,,,
1/20/15,OO,4628,STL,CVG,1:10:00 PM,1:02:00 PM,-8,15,1:17:00 PM,69,75,52,308,1:09:00 AM,8,3:19:00 PM,3:17:00 PM,-2,0,0,,,,,,
1/20/15,EV,4155,ORD,CVG,1:15:00 PM,1:12:00 PM,-3,14,1:26:00 PM,73,65,44,265,1:10:00 AM,7,3:28:00 PM,3:17:00 PM,-11,0,0,,,,,,
1/20/15,OO,5221,IAH,CVG,1:15:00 PM,1:56:00 PM,41,18,2:14:00 PM,137,133,110,871,1:04:00 AM,5,4:32:00 PM,5:09:00 PM,37,0,0,,0,0,0,37,0
1/20/15,DL,803,MCO,CVG,1:24:00 PM,1:15:00 PM,-9,15,1:30:00 PM,126,126,106,757,1:16:00 AM,5,3:30:00 PM,3:21:00 PM,-9,0,0,,,,,,
1/20/15,EV,4687,EWR,CVG,1:35:00 PM,1:26:00 PM,-9,14,1:40:00 PM,132,135,112,569,1:32:00 AM,9,3:47:00 PM,3:41:00 PM,-6,0,0,,,,,,
1/20/15,MQ,3162,DFW,CVG,1:45:00 PM,1:41:00 PM,-4,17,1:58:00 PM,128,126,104,812,1:42:00 AM,5,4:53:00 PM,4:47:00 PM,-6,0,0,,,,,,
1/20/15,OO,4603,GRR,CVG,1:50:00 PM,1:53:00 PM,3,18,2:11:00 PM,78,69,45,268,1:56:00 AM,6,3:08:00 PM,3:02:00 PM,-6,0,0,,,,,,
1/20/15,DL,1503,CVG,MCO,1:55:00 PM,2:00:00 PM,5,9,2:09:00 PM,132,118,101,757,1:50:00 AM,8,4:07:00 PM,3:58:00 PM,-9,0,0,,,,,,
1/20/15,F9,739,CVG,DEN,1:59:00 PM,1:53:00 PM,-6,11,2:04:00 PM,186,180,161,1069,1:45:00 AM,8,3:05:00 PM,2:53:00 PM,-12,0,0,,,,,,
1/20/15,MQ,2999,CVG,ORD,2:00:00 PM,1:53:00 PM,-7,13,2:06:00 PM,88,82,63,265,1:09:00 AM,6,2:28:00 PM,2:15:00 PM,-13,0,0,,,,,,
1/20/15,DL,1955,ATL,CVG,2:07:00 PM,2:03:00 PM,-4,15,2:18:00 PM,86,83,61,373,1:19:00 AM,7,3:33:00 PM,3:26:00 PM,-7,0,0,,,,,,
1/20/15,EV,3956,ORD,CVG,2:15:00 PM,2:10:00 PM,-5,21,2:31:00 PM,73,68,41,265,1:12:00 AM,6,4:28:00 PM,4:18:00 PM,-10,0,0,,,,,,
1/20/15,DL,1934,CVG,ATL,2:19:00 PM,2:16:00 PM,-3,13,2:29:00 PM,99,85,65,373,1:34:00 AM,7,3:58:00 PM,3:41:00 PM,-17,0,0,,,,,,
1/20/15,EV,4564,CVG,EWR,2:19:00 PM,2:11:00 PM,-8,23,2:34:00 PM,119,122,91,569,1:05:00 AM,8,4:18:00 PM,4:13:00 PM,-5,0,0,,,,,,
1/20/15,MQ,3626,CVG,DFW,2:35:00 PM,2:29:00 PM,-6,14,2:43:00 PM,165,157,133,812,1:56:00 AM,10,4:20:00 PM,4:06:00 PM,-14,0,0,,,,,,
1/20/15,MQ,2963,JFK,CVG,3:10:00 PM,3:06:00 PM,-4,14,3:20:00 PM,145,125,105,589,1:05:00 AM,6,5:35:00 PM,5:11:00 PM,-24,0,0,,,,,,
1/20/15,OO,4990,CVG,IAH,3:11:00 PM,3:07:00 PM,-4,9,3:16:00 PM,163,144,131,871,1:27:00 AM,4,4:54:00 PM,4:31:00 PM,-23,0,0,,,,,,
1/20/15,F9,1295,CVG,DFW,3:20:00 PM,4:43:00 PM,83,19,5:02:00 PM,155,184,126,812,1:08:00 AM,39,4:55:00 PM,6:47:00 PM,112,0,0,,40,0,39,33,0
1/20/15,MQ,3274,ORD,CVG,3:30:00 PM,3:26:00 PM,-4,12,3:38:00 PM,66,72,42,265,1:20:00 AM,18,5:36:00 PM,5:38:00 PM,2,0,0,,,,,,
1/20/15,EV,4764,IAH,CVG,3:44:00 PM,3:44:00 PM,0,13,3:57:00 PM,139,135,117,871,1:54:00 AM,5,7:03:00 PM,6:59:00 PM,-4,0,0,,,,,,
1/20/15,EV,4106,CVG,ORD,3:58:00 PM,3:53:00 PM,-5,7,4:00:00 PM,74,78,59,265,1:59:00 AM,12,4:12:00 PM,4:11:00 PM,-1,0,0,,,,,,
1/20/15,DL,63,CVG,BOS,4:00:00 PM,3:58:00 PM,-2,8,4:06:00 PM,122,106,93,752,1:39:00 AM,5,6:02:00 PM,5:44:00 PM,-18,0,0,,,,,,
1/20/15,EV,4352,EWR,CVG,4:00:00 PM,3:58:00 PM,-2,19,4:17:00 PM,132,125,101,569,1:58:00 AM,5,6:12:00 PM,6:03:00 PM,-9,0,0,,,,,,
1/20/15,OO,4855,CVG,MEM,4:00:00 PM,3:58:00 PM,-2,19,4:17:00 PM,95,96,73,403,1:30:00 AM,4,4:35:00 PM,4:34:00 PM,-1,0,0,,,,,,
1/20/15,DL,333,ATL,CVG,4:05:00 PM,4:03:00 PM,-2,17,4:20:00 PM,85,81,58,373,1:18:00 AM,6,5:30:00 PM,5:24:00 PM,-6,0,0,,,,,,
1/20/15,EV,5070,CVG,LGA,4:05:00 PM,3:59:00 PM,-6,12,4:11:00 PM,117,105,87,585,1:38:00 AM,6,6:02:00 PM,5:44:00 PM,-18,0,0,,,,,,
1/20/15,OO,4562,CVG,MSN,4:06:00 PM,3:59:00 PM,-7,9,4:08:00 PM,84,86,73,373,1:21:00 AM,4,4:30:00 PM,4:25:00 PM,-5,0,0,,,,,,
1/20/15,MQ,3246,DFW,CVG,4:15:00 PM,4:29:00 PM,14,18,4:47:00 PM,129,128,105,812,1:32:00 AM,5,7:24:00 PM,7:37:00 PM,13,0,0,,,,,,
1/20/15,MQ,3689,ORD,CVG,4:15:00 PM,4:15:00 PM,0,24,4:39:00 PM,69,77,43,265,1:22:00 AM,10,6:24:00 PM,6:32:00 PM,8,0,0,,,,,,
1/20/15,EV,4629,CVG,EWR,4:17:00 PM,4:06:00 PM,-11,13,4:19:00 PM,116,112,94,569,1:53:00 AM,5,6:13:00 PM,5:58:00 PM,-15,0,0,,,,,,
1/20/15,DL,1881,CVG,ATL,4:18:00 PM,4:12:00 PM,-6,9,4:21:00 PM,96,84,70,373,1:31:00 AM,5,5:54:00 PM,5:36:00 PM,-18,0,0,,,,,,
1/20/15,EV,4350,ORD,CVG,4:25:00 PM,4:30:00 PM,5,31,5:01:00 PM,73,79,43,265,1:44:00 AM,5,6:38:00 PM,6:49:00 PM,11,0,0,,,,,,
1/20/15,DL,1894,CVG,SFO,4:40:00 PM,4:36:00 PM,-4,8,4:44:00 PM,307,297,276,2036,1:20:00 AM,13,6:47:00 PM,6:33:00 PM,-14,0,0,,,,,,
1/20/15,DL,2103,MCO,CVG,4:50:00 PM,4:42:00 PM,-8,10,4:52:00 PM,128,124,107,757,1:39:00 AM,7,6:58:00 PM,6:46:00 PM,-12,0,0,,,,,,
1/20/15,EV,4115,CVG,ORD,4:58:00 PM,4:56:00 PM,-2,8,5:04:00 PM,77,96,81,265,1:25:00 AM,7,5:15:00 PM,5:32:00 PM,17,0,0,,17,0,0,0,0
1/20/15,OO,4855,MEM,CVG,5:00:00 PM,4:58:00 PM,-2,15,5:13:00 PM,83,81,61,403,1:14:00 AM,5,7:23:00 PM,7:19:00 PM,-4,0,0,,,,,,
1/20/15,OO,4745,MSN,CVG,5:00:00 PM,4:52:00 PM,-8,19,5:11:00 PM,81,86,61,373,1:12:00 AM,6,7:21:00 PM,7:18:00 PM,-3,0,0,,,,,,
1/20/15,DL,1208,SLC,CVG,5:05:00 PM,4:59:00 PM,-6,19,5:18:00 PM,194,180,158,1450,2:56:00 AM,3,10:19:00 PM,9:59:00 PM,-20,0,0,,,,,,
1/20/15,OO,4834,BNA,CVG,5:15:00 PM,5:17:00 PM,2,15,5:32:00 PM,70,67,47,230,1:19:00 AM,5,7:25:00 PM,7:24:00 PM,-1,0,0,,,,,,
1/20/15,OO,5262,CVG,DEN,5:15:00 PM,5:37:00 PM,22,9,5:46:00 PM,188,206,160,1069,1:26:00 AM,37,6:23:00 PM,7:03:00 PM,40,0,0,,18,0,0,22,0
1/20/15,MQ,3162,CVG,DFW,5:20:00 PM,5:29:00 PM,9,12,5:41:00 PM,165,147,128,812,1:49:00 AM,7,7:05:00 PM,6:56:00 PM,-9,0,0,,,,,,
1/20/15,F9,1294,DFW,CVG,5:35:00 PM,9:13:00 PM,218,14,9:27:00 PM,125,124,101,812,8:08:00 AM,9,8:40:00 PM,5:17:00 PM,217,0,0,,39,0,106,72,0
1/20/15,DL,62,BOS,CVG,5:51:00 PM,5:47:00 PM,-4,17,6:04:00 PM,161,137,114,752,1:58:00 AM,6,8:32:00 PM,8:04:00 PM,-28,0,0,,,,,,
1/20/15,EV,6109,ORD,CVG,6:00:00 PM,6:03:00 PM,3,43,6:46:00 PM,77,95,43,265,2:29:00 AM,9,8:17:00 PM,8:38:00 PM,21,0,0,,18,0,1,2,0
1/20/15,MQ,3567,CVG,MIA,6:00:00 PM,5:47:00 PM,-13,9,5:56:00 PM,159,145,130,948,2:06:00 AM,6,8:39:00 PM,8:12:00 PM,-27,0,0,,,,,,
1/20/15,MQ,3274,CVG,ORD,6:03:00 PM,6:20:00 PM,17,12,6:32:00 PM,87,78,54,265,1:26:00 AM,12,6:30:00 PM,6:38:00 PM,8,0,0,,,,,,
1/20/15,MQ,3258,DFW,CVG,6:10:00 PM,6:35:00 PM,25,24,6:59:00 PM,129,139,105,812,2:44:00 AM,10,9:19:00 PM,9:54:00 PM,35,0,0,,10,0,0,25,0
1/20/15,EV,5678,EWR,CVG,6:11:00 PM,6:00:00 PM,-11,18,6:18:00 PM,132,129,106,569,2:04:00 AM,5,8:23:00 PM,8:09:00 PM,-14,0,0,,,,,,
1/20/15,DL,2455,CVG,ATL,6:16:00 PM,6:12:00 PM,-4,26,6:38:00 PM,104,103,70,373,1:48:00 AM,7,8:00:00 PM,7:55:00 PM,-5,0,0,,,,,,
1/20/15,MQ,2907,ORD,CVG,6:40:00 PM,6:41:00 PM,1,13,6:54:00 PM,69,65,48,265,2:42:00 AM,4,8:49:00 PM,8:46:00 PM,-3,0,0,,,,,,
1/20/15,EV,4194,CVG,IAH,6:42:00 PM,6:35:00 PM,-7,8,6:43:00 PM,163,146,130,871,1:53:00 AM,8,8:25:00 PM,8:01:00 PM,-24,0,0,,,,,,
1/20/15,MQ,3549,MIA,CVG,6:50:00 PM,6:47:00 PM,-3,18,7:05:00 PM,165,160,135,948,2:20:00 AM,7,9:35:00 PM,9:27:00 PM,-8,0,0,,,,,,
1/20/15,EV,3956,CVG,ORD,7:08:00 PM,7:08:00 PM,0,26,7:34:00 PM,77,98,61,265,1:35:00 AM,11,7:25:00 PM,7:46:00 PM,21,0,0,,21,0,0,0,0
1/20/15,EV,4549,IAH,CVG,7:10:00 PM,7:00:00 PM,-10,24,7:24:00 PM,134,142,110,871,2:14:00 AM,8,10:24:00 PM,10:22:00 PM,-2,0,0,,,,,,
1/20/15,EV,4352,CVG,EWR,7:33:00 PM,7:28:00 PM,-5,9,7:37:00 PM,118,114,97,569,2:14:00 AM,8,9:31:00 PM,9:22:00 PM,-9,0,0,,,,,,
1/20/15,MQ,3186,CVG,DFW,7:49:00 PM,8:02:00 PM,13,12,8:14:00 PM,161,144,129,812,2:23:00 AM,3,9:30:00 PM,9:26:00 PM,-4,0,0,,,,,,
1/20/15,MQ,3438,DFW,CVG,7:50:00 PM,7:50:00 PM,0,16,8:06:00 PM,131,125,102,812,2:48:00 AM,7,11:01:00 PM,10:55:00 PM,-6,0,0,,,,,,
1/20/15,OO,4583,CVG,MKE,8:01:00 PM,7:55:00 PM,-6,8,8:03:00 PM,85,76,64,318,2:07:00 AM,4,8:26:00 PM,8:11:00 PM,-15,0,0,,,,,,
1/20/15,OO,4594,CVG,BNA,8:04:00 PM,8:00:00 PM,-4,9,8:09:00 PM,70,59,46,230,1:55:00 AM,4,8:14:00 PM,7:59:00 PM,-15,0,0,,,,,,
1/20/15,OO,4501,CVG,GRR,8:21:00 PM,8:13:00 PM,-8,13,8:26:00 PM,69,61,42,268,2:08:00 AM,6,9:30:00 PM,9:14:00 PM,-16,0,0,,,,,,
1/20/15,MQ,3013,ORD,CVG,9:05:00 PM,9:12:00 PM,7,62,10:14:00 PM,66,117,45,265,2:59:00 AM,10,11:11:00 PM,9:09:00 AM,58,0,0,,51,0,0,0,7
1/20/15,F9,1299,CVG,PHX,9:20:00 PM,1:12:00 AM,232,14,1:26:00 AM,250,273,249,1569,3:35:00 AM,10,11:30:00 PM,3:45:00 AM,255,0,0,,63,0,14,178,0
1/20/15,DL,1126,ATL,CVG,9:54:00 PM,9:52:00 PM,-2,16,10:08:00 PM,83,77,58,373,2:06:00 AM,3,11:17:00 PM,11:09:00 PM,-8,0,0,,,,,,
1/20/15,DL,1894,SFO,CVG,10:00:00 PM,9:58:00 PM,-2,12,10:10:00 PM,263,242,224,2036,4:54:00 AM,6,5:23:00 AM,5:00:00 AM,-23,0,0,,,,,,
